timestamp,RECORD,P_Total_Avg,F_Comp,T_RHS_OUT,RH_OUT,T_RHS_IN,RH_IN,T_RHS_SUP,RH_SUP,T_OUT,T_RO_M,T_RO_O,T_RI_M,T_RI_O,T_AI,T_AO1,T_AO2,A_CI,A_HP_Total,A_I_Avg
2020-01-16 15:38:00,212,900,93.9,9.42,44.07,22.33,22.2,6.187,51.15,10.07,28.2,22.75,4.708,5.263,22.5,5.176,5.038,3.85,4.213,0.166
2020-01-16 15:38:30,213,900,93.9,9.43,44.36,22.29,22.26,6.187,51.06,10.79,28.3,22.75,4.558,5.149,22.26,5.088,4.932,3.881,4.232,0.166
2020-01-16 15:39:00,214,900,93.9,9.39,44.61,22.34,22.19,6.174,51.08,10.33,28.2,22.64,4.523,5.105,22.32,5.088,4.914,3.843,4.211,0.166
2020-01-16 15:39:30,215,900,93.8,9.37,44.24,22.31,22.22,6.144,51.1,10.06,28.22,22.69,4.443,5.034,22.34,5.043,4.834,3.874,4.201,0.166
2020-01-16 15:40:00,216,900,93.9,9.33,44.28,22.23,22.34,6.131,51.13,11.74,28.19,22.63,4.382,4.99,22.15,4.956,4.799,3.857,4.213,0.166
2020-01-16 15:40:30,217,840,93.9,9.32,44.41,22.2,22.31,6.131,51.15,9.63,28.11,22.46,4.317,4.899,22.34,5.108,4.769,3.884,4.172,0.166
2020-01-16 15:41:00,218,900,93.9,9.18,44.88,22.21,22.39,6.131,51.1,10.2,28.08,22.36,4.239,4.839,22.22,5.099,4.717,3.877,4.211,0.165
2020-01-16 15:41:30,219,900,93.9,9.16,44.96,22.1,22.41,6.104,51.22,9.29,28.09,22.35,4.168,4.724,22.2,4.906,4.646,3.85,4.221,0.166
2020-01-16 15:42:00,220,900,93.9,9.16,45.33,22.12,22.44,6.104,51.14,9.46,28.03,22.27,4.143,4.751,22.13,5.02,4.725,3.853,4.215,0.165
2020-01-16 15:42:30,221,900,93.9,9.15,45.3,22.1,22.44,6.16,51.15,9.51,28.07,22.21,4.038,4.655,22.11,5.046,4.742,3.86,4.233,0.166
2020-01-16 15:43:00,222,900,93.9,9.16,45.12,22.16,22.38,6.174,51.05,9.92,28.01,22.1,3.976,4.541,22.02,4.897,4.61,3.848,4.201,0.166
2020-01-16 15:43:30,223,900,93.9,9.15,44.43,22.06,22.42,6.088,51.03,9.7,27.98,22.13,3.958,4.497,22.02,4.836,4.593,3.881,4.235,0.165
2020-01-16 15:44:00,224,900,93.9,9.13,44.94,22.1,22.39,6.118,51.05,9.19,28.01,22.05,3.878,4.426,22.01,4.808,4.53,3.886,4.184,0.166
2020-01-16 15:44:30,225,900,93.9,9.12,45.25,22.09,22.33,6.144,50.96,9.61,28.05,22.05,3.826,4.4,22.29,4.886,4.816,3.906,4.227,0.165
2020-01-16 15:45:00,226,900,93.9,9.11,44.85,22.06,22.36,6.16,50.87,9.6,28.05,22.01,3.747,4.347,22.14,4.773,4.73,3.859,4.211,0.166
2020-01-16 15:45:30,227,900,98.5,9.06,44.95,22.07,22.36,6.005,50.87,8.81,28.44,22.02,2.273,3.772,22.15,3.284,3.632,4.688,5.002,0.116
2020-01-16 15:46:00,228,1080,109.1,8.96,44.7,22.07,22.39,5.1,53.06,9.21,28.4,22.63,1.967,3.231,22.13,2.22,2.543,4.7,4.99,0.115
2020-01-16 15:46:30,229,1020,109.1,8.91,45.08,22.15,22.33,4.689,54.94,10.22,28.43,23.16,2.194,3.379,22.39,2.334,2.621,4.697,5.002,0.114
2020-01-16 15:47:00,230,1080,109.1,8.92,44.54,22.21,22.13,4.547,55.68,9.64,28.29,23.85,2.375,3.499,22.46,2.462,2.724,4.683,4.968,0.114
2020-01-16 15:47:30,231,1080,109.1,8.81,45.0,22.27,22.14,4.59,55.96,9.23,28.23,24.19,2.576,3.717,22.46,2.698,2.907,4.641,4.969,0.115
2020-01-16 15:48:00,232,1020,109.1,8.81,44.84,22.33,22.09,4.62,55.73,8.58,28.13,24.17,2.532,3.595,22.53,2.732,2.959,4.658,4.918,0.114
2020-01-16 15:48:30,233,1080,109.1,8.75,45.08,22.36,21.89,4.465,55.93,9.05,28.1,23.72,2.135,3.216,22.64,2.336,2.597,4.641,4.898,0.115
2020-01-16 15:49:00,234,1020,109.1,8.69,44.98,22.46,21.85,4.28,56.44,8.81,28.16,23.44,1.961,3.068,22.44,2.179,2.449,4.618,4.923,0.115
2020-01-16 15:49:30,235,1020,108.2,8.65,45.01,22.52,21.79,4.179,56.96,9.07,28.05,23.22,2.1,3.05,22.64,2.17,2.423,3.966,4.196,0.114
2020-01-16 15:50:00,236,780,83.1,8.67,44.64,22.48,21.84,4.788,56.27,9.22,27.55,23.57,4.328,4.606,22.47,4.171,4.223,3.216,3.511,0.114
2020-01-16 15:50:30,237,720,81.8,8.58,44.95,22.39,21.75,5.509,53.6,8.38,27.72,24.54,4.805,5.265,22.36,4.831,4.936,3.174,3.486,0.113
2020-01-16 15:51:00,238,720,81.8,8.61,44.78,22.26,21.92,5.963,51.73,9.17,27.71,25.02,4.927,5.448,22.16,5.031,5.179,3.184,3.472,0.114
2020-01-16 15:51:30,239,720,81.8,8.68,43.98,22.26,21.9,6.23,50.48,8.78,27.68,25.24,5.049,5.613,22.37,5.196,5.378,3.15,3.475,0.114
2020-01-16 15:52:00,240,780,81.8,8.75,43.78,22.27,21.82,6.441,49.59,9.23,27.66,25.28,5.021,5.602,22.34,5.177,5.377,3.181,3.438,0.114
2020-01-16 15:52:30,241,720,81.8,8.76,44.03,22.23,21.9,6.526,49.03,9.46,27.62,25.25,4.969,5.55,22.49,5.151,5.342,3.152,3.468,0.113
2020-01-16 15:53:00,242,720,81.8,8.75,43.61,22.15,21.82,6.582,48.66,9.0,27.56,25.12,4.906,5.487,22.5,5.088,5.288,3.158,3.482,0.115
2020-01-16 15:53:30,243,720,81.8,8.81,43.21,22.19,21.66,6.628,48.28,10.08,27.63,25.22,5.027,5.565,22.56,5.201,5.4,3.148,3.46,0.114
2020-01-16 15:54:00,244,720,81.8,8.79,42.3,22.26,21.56,6.74,47.79,9.48,27.71,25.26,5.062,5.626,22.71,5.262,5.444,3.152,3.458,0.114
2020-01-16 15:54:30,245,840,94.4,8.92,41.36,22.23,21.49,6.54,47.73,9.21,28.38,25.95,3.678,5.303,22.52,4.191,4.539,4.566,4.855,0.114
2020-01-16 15:55:00,246,1020,109.1,8.84,41.22,22.26,21.15,5.877,48.9,9.04,27.85,25.95,2.894,4.374,22.94,3.226,3.591,4.499,4.809,0.115
2020-01-16 15:55:30,247,1080,109.1,8.81,41.85,22.39,21.22,5.397,50.38,9.66,27.77,25.98,2.639,4.024,22.72,2.866,3.188,4.555,4.78,0.114
2020-01-16 15:56:00,248,1020,109.1,8.78,41.9,22.44,21.08,5.031,51.1,9.04,27.74,25.65,2.334,3.658,22.55,2.596,2.857,4.525,4.775,0.116
2020-01-16 15:56:30,249,1020,109.1,8.78,42.91,22.44,21.13,4.788,52.03,8.87,27.68,25.47,2.351,3.641,22.52,2.508,2.779,4.525,4.773,0.116
2020-01-16 15:57:00,250,1020,109.1,8.74,42.56,22.44,20.85,4.66,52.42,8.87,27.71,25.49,2.395,3.641,22.64,2.508,2.77,4.504,4.83,0.116
2020-01-16 15:57:30,251,1020,109.1,8.78,42.61,22.43,20.71,4.534,52.4,8.22,27.84,24.73,1.915,3.084,22.52,2.439,2.561,4.562,4.806,0.115
2020-01-16 15:58:00,252,1020,109.1,8.75,42.28,22.48,20.58,4.393,52.56,8.72,27.95,23.78,1.531,2.674,22.43,2.247,2.404,4.419,4.738,0.115
2020-01-16 15:58:30,253,780,85.8,8.67,42.92,22.5,20.59,4.702,52.41,8.58,27.17,23.93,3.815,4.111,22.41,3.711,3.763,3.116,3.443,0.114
2020-01-16 15:59:00,254,720,81.8,8.61,43.49,22.41,20.58,5.397,50.67,8.4,27.51,24.98,4.693,5.093,22.27,4.615,4.719,3.172,3.468,0.114
2020-01-16 15:59:30,255,720,81.8,8.63,42.69,22.37,20.62,5.933,48.6,8.41,27.57,25.22,4.945,5.457,22.25,4.962,5.153,3.135,3.455,0.114
2020-01-16 16:00:00,256,720,81.8,8.58,42.32,22.27,20.64,6.216,47.38,10.63,27.54,25.34,4.952,5.481,22.2,5.004,5.212,3.138,3.47,0.114
2020-01-16 16:00:30,257,780,85.5,8.72,42.27,22.26,20.71,6.272,46.74,11.91,27.78,25.27,3.735,4.726,22.3,3.996,4.518,3.46,3.746,0.092
2020-01-16 16:01:00,258,780,87.8,8.91,41.23,22.24,20.55,5.907,47.17,9.34,27.79,25.4,3.187,4.101,22.33,3.309,3.822,3.467,3.753,0.092
2020-01-16 16:01:30,259,780,87.8,8.85,40.99,22.29,20.53,5.608,47.95,8.43,27.65,25.21,3.082,3.909,22.2,3.108,3.596,3.446,3.746,0.092
2020-01-16 16:02:00,260,780,87.8,8.95,41.08,22.3,20.45,5.439,48.5,11.22,27.56,25.22,3.021,3.814,22.35,3.021,3.474,3.463,3.698,0.092
2020-01-16 16:02:30,261,780,87.7,9.05,40.69,22.31,20.33,5.311,48.8,10.28,27.51,25.17,2.934,3.752,22.06,2.951,3.387,3.455,3.738,0.092
2020-01-16 16:03:00,262,780,87.8,8.88,39.98,22.3,20.31,5.226,49.03,8.83,27.47,25.18,2.925,3.718,22.08,2.908,3.343,3.434,3.717,0.092
2020-01-16 16:03:30,263,780,87.8,8.84,40.38,22.34,20.18,5.199,49.0,10.73,27.5,25.22,2.949,3.724,22.1,2.941,3.376,3.431,3.707,0.091
2020-01-16 16:04:00,264,780,87.8,9.01,40.36,22.33,20.34,5.17,49.08,10.37,27.5,25.31,2.949,3.698,22.17,2.923,3.359,3.455,3.717,0.092
2020-01-16 16:04:30,265,780,87.8,9.09,39.87,22.3,20.26,5.143,48.93,11.01,27.5,25.01,2.723,3.525,22.12,2.767,3.22,3.448,3.727,0.092
2020-01-16 16:05:00,266,840,87.7,9.12,39.47,22.19,20.33,4.999,48.96,9.68,27.53,24.86,2.514,3.324,21.93,2.558,3.019,3.443,3.734,0.092
2020-01-16 16:05:30,267,780,87.8,9.09,40.16,22.07,20.56,4.913,49.27,9.04,27.54,24.89,2.435,3.22,21.74,2.453,2.906,3.465,3.738,0.092
2020-01-16 16:06:00,268,780,87.8,9.04,40.01,21.99,20.85,4.814,49.52,8.73,27.44,24.8,2.392,3.176,21.53,2.418,2.863,3.462,3.731,0.092
2020-01-16 16:06:30,269,780,87.8,9.11,39.92,21.92,20.52,4.774,49.8,10.63,27.4,24.53,2.472,3.231,22.1,2.499,2.934,3.429,3.719,0.092
2020-01-16 16:07:00,270,780,87.8,9.16,39.41,22.0,20.38,4.774,49.77,10.97,27.48,24.57,2.525,3.274,22.05,2.56,2.978,3.438,3.731,0.092
2020-01-16 16:07:30,271,780,87.8,9.19,38.75,22.04,20.32,4.758,49.64,10.19,27.49,24.64,2.497,3.272,22.04,2.54,2.976,3.446,3.731,0.092
2020-01-16 16:08:00,272,780,87.7,9.15,38.73,22.06,20.14,4.732,49.57,9.44,27.45,24.47,2.532,3.29,22.19,2.558,2.993,3.428,3.719,0.092
2020-01-16 16:08:30,273,780,87.8,9.06,38.76,22.13,20.05,4.745,49.44,9.13,27.59,24.42,2.514,3.272,22.2,2.575,3.011,3.458,3.724,0.093
2020-01-16 16:09:00,274,780,87.8,9.08,39.34,22.17,20.0,4.702,49.31,12.1,27.54,24.25,2.41,3.185,22.35,2.488,2.906,3.482,3.709,0.093
2020-01-16 16:09:30,275,780,87.8,9.19,39.2,22.2,19.88,4.676,49.37,10.29,27.49,23.87,2.41,3.15,22.3,2.453,2.889,3.479,3.7,0.092
2020-01-16 16:10:00,276,840,87.8,9.26,38.56,22.24,19.8,4.646,49.21,11.29,27.67,24.24,2.419,3.195,22.11,2.498,2.942,3.496,3.765,0.092
2020-01-16 16:10:30,277,780,87.7,9.19,38.88,22.21,19.83,4.633,49.28,9.6,27.59,23.97,2.432,3.173,22.06,2.476,2.912,3.492,3.71,0.092
2020-01-16 16:11:00,278,780,87.8,9.08,39.4,22.21,19.83,4.646,49.29,8.47,27.67,24.05,2.454,3.221,22.35,2.524,2.925,3.492,3.739,0.092
2020-01-16 16:11:30,279,780,87.8,8.94,39.74,22.24,19.69,4.633,49.12,9.03,27.67,23.93,2.415,3.182,22.19,2.476,2.894,3.482,3.767,0.092
2020-01-16 16:12:00,280,780,87.8,8.84,39.34,22.21,19.77,4.66,49.13,9.99,27.69,23.88,2.515,3.247,22.51,2.541,2.977,3.513,3.731,0.092
2020-01-16 16:12:30,281,840,87.8,8.85,40.16,22.23,19.77,4.66,49.12,8.55,27.68,23.67,2.328,3.112,22.54,2.441,2.86,3.492,3.738,0.093
2020-01-16 16:13:00,282,780,87.7,8.78,39.56,22.13,19.89,4.59,49.28,8.7,27.81,23.76,2.293,3.051,22.28,2.406,2.773,3.503,3.785,0.093
2020-01-16 16:13:30,283,780,87.8,8.71,40.21,22.12,19.84,4.561,49.37,9.76,27.87,23.69,2.385,3.108,22.45,2.428,2.82,3.526,3.751,0.092
2020-01-16 16:14:00,284,780,87.8,8.79,40.06,22.19,19.77,4.561,49.3,10.29,27.9,23.72,2.372,3.095,22.3,2.406,2.842,3.538,3.76,0.092
2020-01-16 16:14:30,285,840,87.8,8.81,39.64,22.24,19.75,4.561,49.28,9.1,27.8,23.54,2.363,3.095,22.49,2.415,2.825,3.528,3.746,0.092
2020-01-16 16:15:00,286,780,87.7,8.69,39.89,22.26,19.68,4.547,49.26,8.3,27.81,23.54,2.38,3.086,22.53,2.406,2.825,3.494,3.789,0.092
